#This data comes from Nasdaq.com, its a concatenation of AMEX, NASDAQ, and NYSE listed tickers from early 2018

Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote
APTX,Aptinyx Inc.,26.72,895019105.3,n/a,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aptx
APU,"AmeriGas Partners, L.P.",36.95,3435502810,n/a,n/a,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/apu
APVO,Aptevo Therapeutics Inc.,3.57,80929775.85,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/apvo
APWC,Asia Pacific Wire & Cable Corporation Limited,2.3298,32197064.84,n/a,n/a,Basic Industries,Telecommunications Equipment,https://www.nasdaq.com/symbol/apwc
APY,Apergy Corporation,38.92,3010105104,n/a,2018,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/apy
AQ,Aquantia Corp.,10.31,353222713.6,n/a,2017,Technology,Semiconductors,https://www.nasdaq.com/symbol/aq
AQB,"AquaBounty Technologies, Inc.",2.78,41974766.86,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/aqb
AQMS,"Aqua Metals, Inc.",2.24,86866550.4,n/a,2015,Basic Industries,Metal Fabrications,https://www.nasdaq.com/symbol/aqms
AQN,Algonquin Power & Utilities Corp.,10.49,4936995316,n/a,2016,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/aqn
AQNA,Algonquin Power & Utilities Corp.,25.395,0,n/a,2018,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/aqna
AQST,"Aquestive Therapeutics, Inc.",18,448663086,n/a,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aqst
AQUA,Evoqua Water Technologies Corp.,10.1,1150296868,n/a,2017,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/aqua
AQXP,"Aquinox Pharmaceuticals, Inc.",2.52,59314167.36,n/a,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aqxp
AR,Antero Resources Corporation,16.44,5213369466,n/a,2013,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/ar
ARA,"American Renal Associates Holdings, Inc",20.27,658101407.6,n/a,2016,Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/ara
ARAV,"Aravive, Inc.",6.415,6457884.275,n/a,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/arav
ARAY,Accuray Incorporated,5.22,451513087.2,n/a,2007,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/aray
ARC,"ARC Document Solutions, Inc.",2.76,126051954.5,n/a,2004,Consumer Services,Professional Services,https://www.nasdaq.com/symbol/arc
ARCB,ArcBest Corporation,41.47,1065369193,n/a,n/a,Transportation,Trucking Freight/Courier Services,https://www.nasdaq.com/symbol/arcb
ARCC,Ares Capital Corporation,17.53,7473007446,n/a,2004,n/a,n/a,https://www.nasdaq.com/symbol/arcc
ARCE,Arco Platform Limited,21.6,0,n/a,2018,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/arce
ARCH,"Arch Coal, Inc.",93.89,1765075666,n/a,2016,Energy,Coal Mining,https://www.nasdaq.com/symbol/arch
ARCI,"Appliance Recycling Centers of America, Inc.",0.6816,5774958.922,n/a,n/a,Consumer Services,Home Furnishings,https://www.nasdaq.com/symbol/arci
ARCO,Arcos Dorados Holdings Inc.,7.29,1522980450,n/a,2011,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/arco
ARCT,Arcturus Therapeutics Ltd.,7.16,76647714.08,n/a,2013,n/a,n/a,https://www.nasdaq.com/symbol/arct
ARCW,"ARC Group Worldwide, Inc.",1.79,41795565.62,n/a,n/a,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/arcw
ARD,Ardagh Group S.A.,14.03,3315289000,n/a,2017,Consumer Durables,Containers/Packaging,https://www.nasdaq.com/symbol/ard
ARDC,"Ares Dynamic Credit Allocation Fund, Inc.",15.27,350636474.1,n/a,2012,n/a,n/a,https://www.nasdaq.com/symbol/ardc
ARDM,Aradigm Corporation,1.08,16417319.76,n/a,1996,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/ardm
ARDS,Aridis Pharmaceuticals Inc.,12.17,0,n/a,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ards
ARDX,"Ardelyx, Inc.",3.075,190815284.3,n/a,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ardx
ARE,"Alexandria Real Estate Equities, Inc.",125.11,13452653051,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/are
ARE^D,"Alexandria Real Estate Equities, Inc.",34.09,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/are^d
ARES,Ares Management L.P.,21.85,4775134266,n/a,2014,Finance,Investment Managers,https://www.nasdaq.com/symbol/ares
ARES^A,Ares Management L.P.,26.26,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ares^a
AREX,Approach Resources Inc.,1.63,154013563.9,n/a,2007,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/arex
ARGD,"Argo Group International Holdings, Ltd.",25.24,0,n/a,n/a,Finance,Specialty Insurers,https://www.nasdaq.com/symbol/argd
ARGO,"Argo Group International Holdings, Ltd.",69.67,2367835344,n/a,n/a,Finance,Specialty Insurers,https://www.nasdaq.com/symbol/argo
ARGX,argenx SE,99.13,1799929085,18157259,2017,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/argx
ARI,Apollo Commercial Real Estate Finance,18.8,2516447022,n/a,2009,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/ari
ARI^C,Apollo Commercial Real Estate Finance,24.92,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ari^c
ARII,"American Railcar Industries, Inc.",70.24,1340451591,n/a,2006,Capital Goods,Railroads,https://www.nasdaq.com/symbol/arii
ARKR,Ark Restaurants Corp.,23.25,80681708.25,n/a,n/a,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/arkr
ARL,"American Realty Investors, Inc.",16.75,267951023,n/a,n/a,Finance,Real Estate,https://www.nasdaq.com/symbol/arl
ARLO,"Arlo Technologies, Inc.",13.79,1023869578,n/a,2018,Consumer Non-Durables,Consumer Electronics/Appliances,https://www.nasdaq.com/symbol/arlo
ARLP,"Alliance Resource Partners, L.P.",19.545,2544364562,n/a,1999,Energy,Coal Mining,https://www.nasdaq.com/symbol/arlp
ARMK,Aramark,36.23,8929836748,n/a,2013,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/armk
ARNA,"Arena Pharmaceuticals, Inc.",37.21,1836246113,n/a,2000,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/arna
ARNC,Arconic Inc.,21.05,10172251889,n/a,n/a,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/arnc
ARNC^,Arconic Inc.,84.18,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/arnc^
AROC,"Archrock, Inc.",10.7,1383904520,n/a,n/a,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/aroc
AROW,Arrow Financial Corporation,34.81,502532754.9,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/arow
ARPO,"Aerpio Pharmaceuticals, Inc.",2.1,85217699.7,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/arpo
ARQL,"ArQule, Inc.",4.07,443603736.3,n/a,1996,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/arql
ARR,"ARMOUR Residential REIT, Inc.",22.5,952549312.5,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/arr
ARR^A,"ARMOUR Residential REIT, Inc.",25.69,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/arr^a
ARR^B,"ARMOUR Residential REIT, Inc.",25.0499,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/arr^b
ARRS,ARRIS International plc,30.7,5536153073,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/arrs
ARRY,Array BioPharma Inc.,17.37,3701062064,n/a,2000,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/arry
ARTNA,Artesian Resources Corporation,37.385,345499160,n/a,n/a,Public Utilities,Water Supply,https://www.nasdaq.com/symbol/artna
ARTW,"Art&#39;s-Way Manufacturing Co., Inc.",2.11,8862983.26,n/a,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/artw
ARTX,Arotech Corporation,2.93,77604425.36,n/a,1994,Miscellaneous,Industrial Machinery/Components,https://www.nasdaq.com/symbol/artx
ARVN,"Arvinas, Inc.",18.559,0,n/a,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/arvn
ARW,"Arrow Electronics, Inc.",74.54,6497811614,n/a,n/a,Consumer Non-Durables,Electronic Components,https://www.nasdaq.com/symbol/arw
ARWR,"Arrowhead Pharmaceuticals, Inc.",15.36,1352035569,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/arwr
ARYA,ARYA Sciences Acquisition Corp.,n/a,0,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/arya
ARYAU,ARYA Sciences Acquisition Corp.,10.27,0,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/aryau
ARYAW,ARYA Sciences Acquisition Corp.,n/a,0,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/aryaw
ASA,ASA Gold and Precious Metals Limited,8.89,171487255.5,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/asa
ASB,Associated Banc-Corp,23.63,3917437261,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/asb
ASB.WS,Associated Banc-Corp,n/a,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/asb.ws
ASB^C,Associated Banc-Corp,25.8446,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/asb^c
ASB^D,Associated Banc-Corp,22.83,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/asb^d
ASB^E,Associated Banc-Corp,24.01,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/asb^e
ASC,Ardmore Shipping Corporation,7.15,236649491.7,n/a,2013,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/asc
ASCMA,"Ascent Capital Group, Inc.",1.1,13695026.4,n/a,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/ascma
ASET,FlexShares Real Assets Allocation Index Fund,27.1281,14242279.63,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/aset
ASFI,"Asta Funding, Inc.",3.86,25805701.9,n/a,1995,Finance,Finance Companies,https://www.nasdaq.com/symbol/asfi
ASG,"Liberty All-Star Growth Fund, Inc.",5.09,139679474.6,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/asg
ASGN,ASGN Incorporated,71.25,3730089405,n/a,1992,Technology,Professional Services,https://www.nasdaq.com/symbol/asgn
ASH,Ashland Global Holdings Inc.,83.83,5233187592,n/a,n/a,Consumer Durables,Specialty Chemicals,https://www.nasdaq.com/symbol/ash
ASIX,AdvanSix Inc.,27.84,829711845.1,n/a,2016,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/asix
ASLN,ASLAN Pharmaceuticals Limited,5.7,34200000,6000000,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/asln
ASM,Avino Silver,0.6441,40795857.01,n/a,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/asm
ASMB,"Assembly Biosciences, Inc.",25.59,651175397.6,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/asmb
ASML,ASML Holding N.V.,174.93,12667126147,72412543,1995,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/asml
ASNA,"Ascena Retail Group, Inc.",4.44,876380102.6,n/a,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/asna
ASND,Ascendis Pharma A/S,64.09,2530836679,39488792,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/asnd
ASNS,"Arsanis, Inc.",1.4316,20493940.96,n/a,2017,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/asns
ASPN,"Aspen Aerogels, Inc.",4.01,96000663.15,n/a,2014,Consumer Services,RETAIL: Building Materials,https://www.nasdaq.com/symbol/aspn
ASPS,Altisource Portfolio Solutions S.A.,22.41,380764679.6,n/a,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/asps
ASPU,Aspen Group Inc.,5.93,108618944.2,n/a,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/aspu
ASR,"Grupo Aeroportuario del Sureste, S.A. de C.V.",159.05,4771500000,n/a,n/a,Transportation,Aerospace,https://www.nasdaq.com/symbol/asr
ASRT,"Assertio Therapeutics, Inc.",5.08,324692091.3,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/asrt
ASRV,AmeriServ Financial Inc.,4.33,78048648.36,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/asrv
ASRVP,AmeriServ Financial Inc.,27.7407,0,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/asrvp
AST,"Asterias Biotherapeutics, Inc.",1.32,73272404.04,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/ast
ASTC,Astrotech Corporation,3.23,14551211.37,n/a,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://www.nasdaq.com/symbol/astc
ASTE,"Astec Industries, Inc.",37.74,860378857.7,n/a,1986,Capital Goods,Construction/Ag Equipment/Trucks,https://www.nasdaq.com/symbol/aste
ASUR,Asure Software Inc,11,167449887,n/a,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/asur
ASV,"ASV Holdings, Inc.",3.65,35893118.15,n/a,2017,Capital Goods,Construction/Ag Equipment/Trucks,https://www.nasdaq.com/symbol/asv
ASX,"ASE Technology Holding Co., Ltd.",3.91,8162522100,n/a,2018,Technology,Semiconductors,https://www.nasdaq.com/symbol/asx
ASYS,"Amtech Systems, Inc.",4.84,72540685.8,n/a,n/a,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/asys
AT,Atlantic Power Corporation,2.16,237592699.2,n/a,n/a,Energy,Electric Utilities: Central,https://www.nasdaq.com/symbol/at
ATAI,ATA Inc.,1.1378,12017629.06,10562163,2008,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/atai
ATAX,"America First Multifamily Investors, L.P.",5.8,351017513.8,n/a,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/atax
ATEC,"Alphatec Holdings, Inc.",3.19,135243450.5,n/a,2006,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/atec
ATEN,"A10 Networks, Inc.",6.43,474523821.3,n/a,2014,Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/aten
ATEST,NASDAQ TEST STOCK,25,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/atest
ATEST.A,NASDAQ TEST STOCK,n/a,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/atest.a
ATEST.B,NASDAQ TEST STOCK,n/a,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/atest.b
ATEST.C,NASDAQ TEST STOCK,n/a,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/atest.c
ATGE,Adtalem Global Education Inc.,57.87,3399573150,n/a,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/atge
ATH,Athene Holding Ltd.,47.57,9502480639,n/a,2016,Finance,Life Insurance,https://www.nasdaq.com/symbol/ath
ATHM,Autohome Inc.,70.17,8219773866,n/a,2013,Technology,EDP Services,https://www.nasdaq.com/symbol/athm
ATHN,"athenahealth, Inc.",124.76,5053028896,n/a,2007,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/athn
ATHX,"Athersys, Inc.",1.9,263308978.7,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/athx
ATI,Allegheny Technologies Incorporated,27.08,3403533444,n/a,n/a,Basic Industries,Steel/Iron Ore,https://www.nasdaq.com/symbol/ati
ATIS,Attis Industries Inc.,0.231,4995450.768,n/a,n/a,Basic Industries,Miscellaneous,https://www.nasdaq.com/symbol/atis
ATISW,Attis Industries Inc.,0.07,0,n/a,n/a,Basic Industries,Miscellaneous,https://www.nasdaq.com/symbol/atisw
ATKR,Atkore International Group Inc.,20.43,940534704.6,n/a,2016,Miscellaneous,Industrial Machinery/Components,https://www.nasdaq.com/symbol/atkr
ATLC,Atlanticus Holdings Corporation,3.655,57019213.46,n/a,1995,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/atlc
ATLO,Ames National Corporation,27.02,251580869.3,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/atlo
ATNI,"ATN International, Inc.",85.35,1361960164,n/a,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/atni
ATNM,"Actinium Pharmaceuticals, Inc.",0.5813,64711182.14,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/atnm
ATNX,"Athenex, Inc.",12.64,838575115.5,n/a,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/atnx
ATO,Atmos Energy Corporation,95.84,10657468571,n/a,n/a,Public Utilities,Oil/Gas Transmission,https://www.nasdaq.com/symbol/ato
ATOM,Atomera Incorporated,3.88,48145077,n/a,2016,Technology,Semiconductors,https://www.nasdaq.com/symbol/atom
ATOS,Atossa Genetics Inc.,1.33,7315000,n/a,2012,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/atos
ATR,"AptarGroup, Inc.",105.13,6603642969,n/a,n/a,Consumer Non-Durables,Plastic Products,https://www.nasdaq.com/symbol/atr
ATRA,"Atara Biotherapeutics, Inc.",37.88,1717579696,n/a,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/atra
ATRC,"AtriCure, Inc.",33.66,1296807578,n/a,2005,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/atrc
ATRI,Atrion Corporation,716.3916,1327298835,n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/atri
ATRO,Astronics Corporation,30.06,971440933.9,n/a,n/a,Capital Goods,Military/Government/Technical,https://www.nasdaq.com/symbol/atro
ATRS,"Antares Pharma, Inc.",3.61,568346490.6,n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/atrs
ATSG,"Air Transport Services Group, Inc",19.96,1179244525,n/a,n/a,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/atsg
ATTO,Atento S.A.,6.2,458236147.2,n/a,2014,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/atto
ATTU,Attunity Ltd.,22.95,489680753.4,n/a,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/attu
ATU,Actuant Corporation,25.9,1580314711,n/a,n/a,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/atu
ATUS,"Altice USA, Inc.",19.03,13774847555,n/a,2017,Consumer Services,Television Services,https://www.nasdaq.com/symbol/atus
ATV,"Acorn International, Inc.",18.76,50279426.4,n/a,2007,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/atv
ATVI,"Activision Blizzard, Inc",62.55,47688657117,n/a,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/atvi
ATXI,"Avenue Therapeutics, Inc.",4.09,43167577.8,n/a,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/atxi
AU,AngloGold Ashanti Limited,9.94,4091416451,n/a,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/au
AUBN,"Auburn National Bancorporation, Inc.",38,138464894,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/aubn
AUDC,AudioCodes Ltd.,12.07,347817303.5,n/a,1999,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/audc
AUG,Auryn Resources Inc.,1.1584,104531486.1,n/a,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/aug
AUMN,Golden Minerals Company,0.235,22470887.06,n/a,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/aumn
AUO,AU Optronics Corp,3.95,3801576818,n/a,2002,Technology,Semiconductors,https://www.nasdaq.com/symbol/auo
AUPH,Aurinia Pharmaceuticals Inc,5.6,477809735.2,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/auph
AUTL,Autolus Therapeutics plc,38.89,394619124.5,10147059,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/autl
AUTO,"AutoWeb, Inc.",2.26,29262367,n/a,n/a,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/auto
AUY,Yamana Gold Inc.,2.27,2154373716,n/a,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/auy
AVA,Avista Corporation,52.43,3444021840,n/a,n/a,Public Utilities,Power Generation,https://www.nasdaq.com/symbol/ava
AVAL,Grupo Aval Acciones y Valores S.A.,7.32,8154852273,n/a,2014,Finance,Commercial Banks,https://www.nasdaq.com/symbol/aval
AVAV,"AeroVironment, Inc.",103.32,2472511968,n/a,2007,Capital Goods,Aerospace,https://www.nasdaq.com/symbol/avav
AVB,"AvalonBay Communities, Inc.",182.21,25185533933,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/avb
AVCO,Avalon GloboCare Corp.,2.79,205234135.4,n/a,n/a,Consumer Services,Professional Services,https://www.nasdaq.com/symbol/avco
AVD,American Vanguard Corporation,17.24,522794259.3,n/a,n/a,Basic Industries,Agricultural Chemicals,https://www.nasdaq.com/symbol/avd
AVDL,Avadel Pharmaceuticals plc,3.34,139946768.2,41900230,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/avdl
AVEO,"AVEO Pharmaceuticals, Inc.",2,238060294,n/a,2010,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aveo
AVGO,Broadcom Inc.,240.3,99351255227,n/a,2009,Technology,Semiconductors,https://www.nasdaq.com/symbol/avgo
AVGR,"Avinger, Inc.",0.3263,6147214.319,n/a,2015,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/avgr
AVH,Avianca Holdings S.A.,5.34,665489014.7,n/a,2013,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/avh
AVID,"Avid Technology, Inc.",5.7,238204789.8,n/a,1993,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/avid
AVK,Advent Claymore Convertible Securities and Income Fund,14.5,500615719,n/a,2003,n/a,n/a,https://www.nasdaq.com/symbol/avk
AVLR,"Avalara, Inc.",31.78,2112488137,n/a,2018,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/avlr
AVNS,"Avanos Medical, Inc.",50.61,2392946727,n/a,2014,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/avns
AVNW,"Aviat Networks, Inc.",16.48,88506878.24,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/avnw
AVP,"Avon Products, Inc.",1.97,871449501.4,n/a,n/a,Consumer Non-Durables,Package Goods/Cosmetics,https://www.nasdaq.com/symbol/avp
AVRO,"AVROBIO, Inc.",30.12,720977560.6,n/a,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/avro
AVT,"Avnet, Inc.",43.94,5012875566,n/a,n/a,Consumer Non-Durables,Electronic Components,https://www.nasdaq.com/symbol/avt
AVX,AVX Corporation,17.09,2883677835,n/a,n/a,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/avx
AVXL,Anavex Life Sciences Corp.,2.54,115395514.7,n/a,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/avxl
AVY,Avery Dennison Corporation,93.62,8117813418,n/a,n/a,Consumer Durables,Containers/Packaging,https://www.nasdaq.com/symbol/avy
AVYA,Avaya Holdings Corp.,16.65,1830750284,n/a,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/avya
AWF,Alliance World Dollar Government Fund II,11.13,959736305,n/a,1993,n/a,n/a,https://www.nasdaq.com/symbol/awf
AWI,Armstrong World Industries Inc,70.65,3501847720,n/a,n/a,Consumer Non-Durables,Plastic Products,https://www.nasdaq.com/symbol/awi
AWK,American Water Works,88.89,16053426799,n/a,2008,Public Utilities,Water Supply,https://www.nasdaq.com/symbol/awk
AWP,Aberdeen Global Premier Properties Fund,5.62,479992684.6,n/a,2007,n/a,n/a,https://www.nasdaq.com/symbol/awp
AWR,American States Water Company,64.22,2359766405,n/a,n/a,Public Utilities,Water Supply,https://www.nasdaq.com/symbol/awr
AWRE,"Aware, Inc.",3.7,79716918.1,n/a,1996,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/awre
AWSM,Cool Holdings Inc.,4.1,29203246.3,n/a,n/a,Consumer Non-Durables,Electronic Components,https://www.nasdaq.com/symbol/awsm
AWX,Avalon Holdings Corporation,3.54,13463791.74,n/a,n/a,Public Utilities,Environmental Services,https://www.nasdaq.com/symbol/awx
AX,"Axos Financial, Inc.",30.02,1886211537,n/a,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/ax
AXAS,Abraxas Petroleum Corporation,1.82,303418309.7,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/axas
AXDX,"Accelerate Diagnostics, Inc.",14.97,810296010.3,n/a,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://www.nasdaq.com/symbol/axdx
AXE,Anixter International Inc.,68.18,2282792260,n/a,n/a,Consumer Non-Durables,Telecommunications Equipment,https://www.nasdaq.com/symbol/axe
AXGN,"AxoGen, Inc.",37.65,1456033593,n/a,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/axgn
AXL,"American Axle & Manufacturing Holdings, Inc.",12.47,1392918964,n/a,n/a,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/axl
AXNX,"Axonics Modulation Technologies, Inc.",15,0,n/a,2018,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/axnx
AXO,"Axos Financial, Inc.",25.3,0,n/a,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/axo
AXON          ,Axovant Sciences Ltd.,2.14,261252886.3,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/axon
AXP,American Express Company,108.5,92687405626,n/a,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/axp
AXR,AMREP Corporation,7.28,59171141.12,n/a,n/a,Consumer Services,Newspapers/Magazines,https://www.nasdaq.com/symbol/axr
AXS,Axis Capital Holdings Limited,56.92,4756114985,n/a,2003,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/axs
AXS^D,Axis Capital Holdings Limited,23.26,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/axs^d
AXS^E,Axis Capital Holdings Limited,23.14,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/axs^e
